Mod:Item:MetaData, Localized Name
forestry:crafting_material:0, 脉动之尘
forestry:crafting_material:1, 脉动网格
forestry:crafting_material:2, 丝缕
forestry:crafting_material:3, 丝绸
forestry:crafting_material:4, 驱云电荷
forestry:crafting_material:5, 碎冰
forestry:crafting_material:6, 飘香镶板
forestry:crafting_material:7, 伪装镶板
forestry:naturalist_helmet, 眼镜
forestry:peat, 泥炭
forestry:ash, 灰烬
forestry:bituminous_peat, 沥青质泥炭
forestry:gear_bronze, 青铜齿轮
forestry:gear_copper, 铜齿轮
forestry:gear_tin, 锡齿轮
forestry:chipsets:0, 小型电子板
forestry:chipsets:1, 中型电子板
forestry:chipsets:2, 大型电子板
forestry:chipsets:3, 先进电子板
forestry:soldering_iron, 电烙铁
forestry:thermionic_tubes:0, 铜电子管
forestry:thermionic_tubes:1, 锡电子管
forestry:thermionic_tubes:2, 青铜电子管
forestry:thermionic_tubes:4, 金电子管
forestry:thermionic_tubes:5, 钻石电子管
forestry:thermionic_tubes:6, 黑曜石电子管
forestry:thermionic_tubes:7, 烈焰电子管
forestry:thermionic_tubes:9, 绿宝石电子管
forestry:thermionic_tubes:10, 磷灰石电子管
forestry:thermionic_tubes:11, 青金石电子管
forestry:thermionic_tubes:12, 末影电子管
forestry:thermionic_tubes:13, 红兰花电子管
forestry:carton, 纸板箱
forestry:oak_stick, 浸渍木棍
forestry:wood_pulp, 木浆
forestry:broken_bronze_pickaxe, 损坏的镐
forestry:broken_bronze_shovel, 损坏的锹
forestry:bronze_pickaxe, 幸存者之镐
forestry:bronze_shovel, 幸存者之锹
forestry:kit_shovel, 锹应急袋
forestry:kit_pickaxe, 镐应急袋
forestry:mouldy_wheat, 发霉小麦
forestry:decaying_wheat, 腐烂小麦
forestry:mulch, 覆盖戍
forestry:iodine_capsule, 碘酒胶囊
forestry:phosphor, 荧光粉
forestry:beeswax, 蜂蜡
forestry:refractory_wax, 耐火蜂蜡
forestry:fruits:0, 樱桃
forestry:fruits:1, 核桃
forestry:fruits:2, 栗子
forestry:fruits:3, 柠檬
forestry:fruits:4, 李子
forestry:fruits:5, 椰枣
forestry:fruits:6, 木瓜
forestry:analyzer:0, 分析仪
forestry:escritoire:0, 写字台
forestry:bog_earth:0, 沼泽泥
forestry:humus:0, 腐殖土
forestry:resources:0, 磷矿石
forestry:resources:1, 铜矿石
forestry:resources:2, 锡矿石
forestry:resource_storage:0, 磷灰石块
forestry:resource_storage:1, 铜块
forestry:resource_storage:2, 锡块
forestry:resource_storage:3, 青铜块
forestry:ash_brick:0, 灰砖
forestry:ash_stairs:0, 灰砖楼梯
forestry:charcoal:0, 木炭块
forestry:wood_pile:0, 原木堆
forestry:wood_pile_decorative:0, 装饰用原木堆
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, 壤土
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, 温室能量分配器
forestry:greenhouse:4, 温室控制器
forestry:greenhouse:5, 温室屏幕
forestry:climatiser:0, 温室湿度控制器
forestry:climatiser:1, 温室加热器
forestry:climatiser:2, 温室风扇
forestry:climatiser:3, 温室加湿器
forestry:climatiser:4, 温室除湿器
forestry:greenhouse.window:0, 温室窗户
forestry:greenhouse.window_up:0, 温室天窗
forestry:engine_peat:0, 泥炭引擎
forestry:engine_biogas:0, 沼气引擎
forestry:engine_clockwork:0, 发条引擎
forestry:crate, 板条箱
forestry:worktable:0, 工作台
forestry:genetic_filter:0, 基因过滤器
forestry:bee_queen_ge:0, 森林蜂后
forestry:bee_queen_ge:0, 草原蜂后
forestry:bee_queen_ge:0, 寻常蜂后
forestry:bee_queen_ge:0, 田野蜂后
forestry:bee_queen_ge:0, 高尚蜂后
forestry:bee_queen_ge:0, 庄严蜂后
forestry:bee_queen_ge:0, 帝皇蜂后
forestry:bee_queen_ge:0, 勤奋蜂后
forestry:bee_queen_ge:0, 不倦蜂后
forestry:bee_queen_ge:0, 敬业蜂后
forestry:bee_queen_ge:0, 坚定蜂后
forestry:bee_queen_ge:0, 勇者蜂后
forestry:bee_queen_ge:0, 英雄蜂后
forestry:bee_queen_ge:0, 邪恶蜂后
forestry:bee_queen_ge:0, 残忍蜂后
forestry:bee_queen_ge:0, 恶魔蜂后
forestry:bee_queen_ge:0, 温和蜂后
forestry:bee_queen_ge:0, 节俭蜂后
forestry:bee_queen_ge:0, 苦行蜂后
forestry:bee_queen_ge:0, 热带蜂后
forestry:bee_queen_ge:0, 异国蜂后
forestry:bee_queen_ge:0, 伊甸蜂后
forestry:bee_queen_ge:0, 末影蜂后
forestry:bee_queen_ge:0, 幽灵蜂后
forestry:bee_queen_ge:0, 幻影蜂后
forestry:bee_queen_ge:0, 凛冬蜂后
forestry:bee_queen_ge:0, 严寒蜂后
forestry:bee_queen_ge:0, 冰河蜂后
forestry:bee_queen_ge:0, 记恨蜂后
forestry:bee_queen_ge:0, 报仇蜂后
forestry:bee_queen_ge:0, 复仇蜂后
forestry:bee_queen_ge:0, 田园蜂后
forestry:bee_queen_ge:0, 稼穑蜂后
forestry:bee_queen_ge:0, 农耕蜂后
forestry:bee_queen_ge:0, 沼泽蜂后
forestry:bee_queen_ge:0, 泥泞蜂后
forestry:bee_queen_ge:0, 泥沼蜂后
forestry:bee_queen_ge:0, 僧侣蜂后
forestry:bee_queen_ge:0, 归隐蜂后
forestry:bee_queen_ge:0, 遁世蜂后
forestry:bee_drone_ge:0, 森林雄蜂
forestry:bee_drone_ge:0, 草原雄蜂
forestry:bee_drone_ge:0, 寻常雄蜂
forestry:bee_drone_ge:0, 田野雄蜂
forestry:bee_drone_ge:0, 高尚雄蜂
forestry:bee_drone_ge:0, 庄严雄蜂
forestry:bee_drone_ge:0, 帝皇雄蜂
forestry:bee_drone_ge:0, 勤奋雄蜂
forestry:bee_drone_ge:0, 不倦雄蜂
forestry:bee_drone_ge:0, 敬业雄蜂
forestry:bee_drone_ge:0, 坚定雄蜂
forestry:bee_drone_ge:0, 勇者雄蜂
forestry:bee_drone_ge:0, 英雄雄蜂
forestry:bee_drone_ge:0, 邪恶雄蜂
forestry:bee_drone_ge:0, 残忍雄蜂
forestry:bee_drone_ge:0, 恶魔雄蜂
forestry:bee_drone_ge:0, 温和雄蜂
forestry:bee_drone_ge:0, 节俭雄蜂
forestry:bee_drone_ge:0, 苦行雄蜂
forestry:bee_drone_ge:0, 热带雄蜂
forestry:bee_drone_ge:0, 异国雄蜂
forestry:bee_drone_ge:0, 伊甸雄蜂
forestry:bee_drone_ge:0, 末影雄蜂
forestry:bee_drone_ge:0, 幽灵雄蜂
forestry:bee_drone_ge:0, 幻影雄蜂
forestry:bee_drone_ge:0, 凛冬雄蜂
forestry:bee_drone_ge:0, 严寒雄蜂
forestry:bee_drone_ge:0, 冰河雄蜂
forestry:bee_drone_ge:0, 记恨雄蜂
forestry:bee_drone_ge:0, 报仇雄蜂
forestry:bee_drone_ge:0, 复仇雄蜂
forestry:bee_drone_ge:0, 田园雄蜂
forestry:bee_drone_ge:0, 稼穑雄蜂
forestry:bee_drone_ge:0, 农耕雄蜂
forestry:bee_drone_ge:0, 沼泽雄蜂
forestry:bee_drone_ge:0, 泥泞雄蜂
forestry:bee_drone_ge:0, 泥沼雄蜂
forestry:bee_drone_ge:0, 僧侣雄蜂
forestry:bee_drone_ge:0, 归隐雄蜂
forestry:bee_drone_ge:0, 遁世雄蜂
forestry:bee_princess_ge:0, 森林公主蜂
forestry:bee_princess_ge:0, 草原公主蜂
forestry:bee_princess_ge:0, 寻常公主蜂
forestry:bee_princess_ge:0, 田野公主蜂
forestry:bee_princess_ge:0, 高尚公主蜂
forestry:bee_princess_ge:0, 庄严公主蜂
forestry:bee_princess_ge:0, 帝皇公主蜂
forestry:bee_princess_ge:0, 勤奋公主蜂
forestry:bee_princess_ge:0, 不倦公主蜂
forestry:bee_princess_ge:0, 敬业公主蜂
forestry:bee_princess_ge:0, 坚定公主蜂
forestry:bee_princess_ge:0, 勇者公主蜂
forestry:bee_princess_ge:0, 英雄公主蜂
forestry:bee_princess_ge:0, 邪恶公主蜂
forestry:bee_princess_ge:0, 残忍公主蜂
forestry:bee_princess_ge:0, 恶魔公主蜂
forestry:bee_princess_ge:0, 温和公主蜂
forestry:bee_princess_ge:0, 节俭公主蜂
forestry:bee_princess_ge:0, 苦行公主蜂
forestry:bee_princess_ge:0, 热带公主蜂
forestry:bee_princess_ge:0, 异国公主蜂
forestry:bee_princess_ge:0, 伊甸公主蜂
forestry:bee_princess_ge:0, 末影公主蜂
forestry:bee_princess_ge:0, 幽灵公主蜂
forestry:bee_princess_ge:0, 幻影公主蜂
forestry:bee_princess_ge:0, 凛冬公主蜂
forestry:bee_princess_ge:0, 严寒公主蜂
forestry:bee_princess_ge:0, 冰河公主蜂
forestry:bee_princess_ge:0, 记恨公主蜂
forestry:bee_princess_ge:0, 报仇公主蜂
forestry:bee_princess_ge:0, 复仇公主蜂
forestry:bee_princess_ge:0, 田园公主蜂
forestry:bee_princess_ge:0, 稼穑公主蜂
forestry:bee_princess_ge:0, 农耕公主蜂
forestry:bee_princess_ge:0, 沼泽公主蜂
forestry:bee_princess_ge:0, 泥泞公主蜂
forestry:bee_princess_ge:0, 泥沼公主蜂
forestry:bee_princess_ge:0, 僧侣公主蜂
forestry:bee_princess_ge:0, 归隐公主蜂
forestry:bee_princess_ge:0, 遁世公主蜂
forestry:bee_larvae_ge:0, 森林幼体
forestry:bee_larvae_ge:0, 草原幼体
forestry:bee_larvae_ge:0, 寻常幼体
forestry:bee_larvae_ge:0, 田野幼体
forestry:bee_larvae_ge:0, 高尚幼体
forestry:bee_larvae_ge:0, 庄严幼体
forestry:bee_larvae_ge:0, 帝皇幼体
forestry:bee_larvae_ge:0, 勤奋幼体
forestry:bee_larvae_ge:0, 不倦幼体
forestry:bee_larvae_ge:0, 敬业幼体
forestry:bee_larvae_ge:0, 坚定幼体
forestry:bee_larvae_ge:0, 勇者幼体
forestry:bee_larvae_ge:0, 英雄幼体
forestry:bee_larvae_ge:0, 邪恶幼体
forestry:bee_larvae_ge:0, 残忍幼体
forestry:bee_larvae_ge:0, 恶魔幼体
forestry:bee_larvae_ge:0, 温和幼体
forestry:bee_larvae_ge:0, 节俭幼体
forestry:bee_larvae_ge:0, 苦行幼体
forestry:bee_larvae_ge:0, 热带幼体
forestry:bee_larvae_ge:0, 异国幼体
forestry:bee_larvae_ge:0, 伊甸幼体
forestry:bee_larvae_ge:0, 末影幼体
forestry:bee_larvae_ge:0, 幽灵幼体
forestry:bee_larvae_ge:0, 幻影幼体
forestry:bee_larvae_ge:0, 凛冬幼体
forestry:bee_larvae_ge:0, 严寒幼体
forestry:bee_larvae_ge:0, 冰河幼体
forestry:bee_larvae_ge:0, 记恨幼体
forestry:bee_larvae_ge:0, 报仇幼体
forestry:bee_larvae_ge:0, 复仇幼体
forestry:bee_larvae_ge:0, 田园幼体
forestry:bee_larvae_ge:0, 稼穑幼体
forestry:bee_larvae_ge:0, 农耕幼体
forestry:bee_larvae_ge:0, 沼泽幼体
forestry:bee_larvae_ge:0, 泥泞幼体
forestry:bee_larvae_ge:0, 泥沼幼体
forestry:bee_larvae_ge:0, 僧侣幼体
forestry:bee_larvae_ge:0, 归隐幼体
forestry:bee_larvae_ge:0, 遁世幼体
forestry:habitat_locator, 栖息地定位仪
forestry:imprinter, 染色体变换仪
forestry:cart.beehouse:0, 蜂房车
forestry:cart.beehouse:1, 蜂箱车
forestry:frame_untreated, 未处理框架
forestry:frame_impregnated, 浸渍框架
forestry:frame_proven, 标定框架
forestry:honey_drop:0, 蜂蜜滴
forestry:pollen:0, 花粉
forestry:pollen:1, 水晶花粉
forestry:propolis:0, 蜂胶
forestry:propolis:1, 粘性蜂胶
forestry:propolis:3, 丝滑蜂胶
forestry:honeydew, 蜂蜜汁
forestry:royal_jelly, 蜂王浆
forestry:wax_cast, 打蜡工具
forestry:bee_combs:0, 蜜蜂蜂窝
forestry:bee_combs:2, 激化蜂窝
forestry:bee_combs:3, 纤维蜂窝
forestry:bee_combs:4, 冻结蜂窝
forestry:bee_combs:5, 滴水蜂窝
forestry:bee_combs:6, 丝滑蜂窝
forestry:bee_combs:7, 炎热蜂窝
forestry:bee_combs:15, 苔藓蜂窝
forestry:bee_combs:16, 醇厚蜂窝
forestry:apiarist_helmet, 养蜂员帽子
forestry:apiarist_chest, 养蜂员衬衣
forestry:apiarist_legs, 养蜂员裤子
forestry:apiarist_boots, 养蜂员靴子
forestry:scoop, 捕虫网
forestry:smoker, 驱蜂烟雾
forestry:apiary:0, 蜂箱
forestry:bee_house:0, 简易蜂房
forestry:bee_chest:0, 养蜂人箱子
forestry:beehives:0, 森林蜂巢
forestry:beehives:1, 草地蜂巢
forestry:beehives:2, 温和蜂巢
forestry:beehives:3, 热带蜂巢
forestry:beehives:4, 末影蜂巢
forestry:beehives:5, 凛冬蜂巢
forestry:beehives:6, 沼泽蜂巢
forestry:candle:0, 熄灭的蜡烛
forestry:stump:0, 蜡烛
forestry:bee_combs_0:0, 蜜蜂蜂窝块
forestry:bee_combs_0:2, 激化蜂窝块
forestry:bee_combs_0:3, 纤维蜂窝块
forestry:bee_combs_0:4, 冻结蜂窝块
forestry:bee_combs_0:5, 滴水蜂窝块
forestry:bee_combs_0:6, 丝滑蜂窝块
forestry:bee_combs_0:7, 炎热蜂窝块
forestry:bee_combs_0:15, 苔藓蜂窝块
forestry:bee_combs_1:0, 醇厚蜂窝块
forestry:alveary.plain:0, 蜂箱组
forestry:alveary.swarmer:0, 蜂箱组克隆盒
forestry:alveary.fan:0, 蜂箱组风扇
forestry:alveary.heater:0, 蜂箱组加热器
forestry:alveary.hygro:0, 蜂箱组保湿器
forestry:alveary.stabiliser:0, 蜂箱组稳定器
forestry:alveary.sieve:0, 蜂箱组滤网
forestry:honeyed_slice, 蜂蜜面包
forestry:ambrosia, 仙馔密酒
forestry:honey_pot, 蜜罐
forestry:apiarist_bag, 养蜂员背包
forestry:lepidopterist_bag, 鳞翅目昆虫学家背包
forestry:miner_bag, 采矿者背包
forestry:miner_bag_t2, 采矿者编织背包
forestry:digger_bag, 挖掘者背包
forestry:digger_bag_t2, 挖掘者编织背包
forestry:forester_bag, 林业员背包
forestry:forester_bag_t2, 林业员编织背包
forestry:hunter_bag, 狩猎者背包
forestry:hunter_bag_t2, 狩猎者编织背包
forestry:adventurer_bag, 冒险家背包
forestry:adventurer_bag_t2, 冒险家编织背包
forestry:builder_bag, 建筑师背包
forestry:builder_bag_t2, 建筑师编织背包
forestry:sapling:0, 苹果橡树苗
forestry:sapling:0, 黑橡树苗
forestry:sapling:0, 银桦树苗
forestry:sapling:0, 银橙树苗
forestry:sapling:0, 胡桃树苗
forestry:sapling:0, 甜栗树苗
forestry:sapling:0, 山丘樱树苗
forestry:sapling:0, 柠檬树苗
forestry:sapling:0, 李子树苗
forestry:sapling:0, 糖枫树苗
forestry:sapling:0, 红果云杉树苗
forestry:sapling:0, 落叶松树苗
forestry:sapling:0, 西黄松树苗
forestry:sapling:0, 海岸红杉树苗
forestry:sapling:0, 巨杉树苗
forestry:sapling:0, 丛林树苗
forestry:sapling:0, 柚树苗
forestry:sapling:0, 重蚁树树苗
forestry:sapling:0, 木棉树苗
forestry:sapling:0, 乌檀树苗
forestry:sapling:0, 斑木树树苗
forestry:sapling:0, 黄桉树苗
forestry:sapling:0, 金合欢树苗
forestry:sapling:0, 沙漠刺槐树苗
forestry:sapling:0, 紫檀树树苗
forestry:sapling:0, 巴尔杉树苗
forestry:sapling:0, 黄檀树树苗
forestry:sapling:0, 崖豆树苗
forestry:sapling:0, 猴面包树苗
forestry:sapling:0, 高槿树苗
forestry:sapling:0, 银柳树苗
forestry:sapling:0, 绿心樟树苗
forestry:sapling:0, 木瓜树苗
forestry:sapling:0, 椰枣树苗
forestry:sapling:0, 白杨树苗
forestry:pollen_fertile:0, 苹果橡花粉
forestry:pollen_fertile:0, 黑橡花粉
forestry:pollen_fertile:0, 银桦花粉
forestry:pollen_fertile:0, 银橙花粉
forestry:pollen_fertile:0, 胡桃花粉
forestry:pollen_fertile:0, 甜栗花粉
forestry:pollen_fertile:0, 山丘樱花粉
forestry:pollen_fertile:0, 柠檬花粉
forestry:pollen_fertile:0, 李子花粉
forestry:pollen_fertile:0, 糖枫花粉
forestry:pollen_fertile:0, 红果云杉花粉
forestry:pollen_fertile:0, 落叶松花粉
forestry:pollen_fertile:0, 西黄松花粉
forestry:pollen_fertile:0, 海岸红杉花粉
forestry:pollen_fertile:0, 巨杉花粉
forestry:pollen_fertile:0, 丛林花粉
forestry:pollen_fertile:0, 柚花粉
forestry:pollen_fertile:0, 重蚁树花粉
forestry:pollen_fertile:0, 木棉花粉
forestry:pollen_fertile:0, 乌檀花粉
forestry:pollen_fertile:0, 斑木树花粉
forestry:pollen_fertile:0, 黄桉花粉
forestry:pollen_fertile:0, 金合欢花粉
forestry:pollen_fertile:0, 沙漠刺槐花粉
forestry:pollen_fertile:0, 紫檀树花粉
forestry:pollen_fertile:0, 巴尔杉花粉
forestry:pollen_fertile:0, 黄檀树花粉
forestry:pollen_fertile:0, 崖豆花粉
forestry:pollen_fertile:0, 猴面包花粉
forestry:pollen_fertile:0, 高槿花粉
forestry:pollen_fertile:0, 银柳花粉
forestry:pollen_fertile:0, 绿心樟花粉
forestry:pollen_fertile:0, 木瓜花粉
forestry:pollen_fertile:0, 椰枣花粉
forestry:pollen_fertile:0, 白杨花粉
forestry:grafter, 剪枝器
forestry:grafter_proven, 标定剪枝器
forestry:logs.0:0, 落叶树原木
forestry:logs.0:1, 柚树原木
forestry:logs.0:2, 金合欢树原木
forestry:logs.0:3, 酸橙树原木
forestry:logs.1:0, 栗树原木
forestry:logs.1:1, 崖豆树原木
forestry:logs.1:2, 猴面包树原木
forestry:logs.1:3, 红杉树原木
forestry:logs.2:0, 木棉树原木
forestry:logs.2:1, 乌檀树原木
forestry:logs.2:2, 桃心树原木
forestry:logs.2:3, 巴尔杉树原木
forestry:logs.3:0, 柳树原木
forestry:logs.3:1, 胡桃树原木
forestry:logs.3:2, 绿樟树原木
forestry:logs.3:3, 樱树原木
forestry:logs.4:0, 高槿树原木
forestry:logs.4:1, 白杨树原木
forestry:logs.4:2, 棕榈树原木
forestry:logs.4:3, 木瓜树原木
forestry:logs.5:0, 松树原木
forestry:logs.5:1, 李子树原木
forestry:logs.5:2, 枫树原木
forestry:logs.5:3, 柑橘树原木
forestry:logs.6:0, 巨杉树原木
forestry:logs.6:1, 重蚁树原木
forestry:logs.6:2, 紫檀树原木
forestry:logs.6:3, 黄檀树原木
forestry:logs.7:0, 斑木树原木
forestry:logs.fireproof.0:0, 抗燃落叶树原木
forestry:logs.fireproof.0:1, 抗燃柚树原木
forestry:logs.fireproof.0:2, 抗燃金合欢树原木
forestry:logs.fireproof.0:3, 抗燃酸橙树原木
forestry:logs.fireproof.1:0, 抗燃栗树原木
forestry:logs.fireproof.1:1, 抗燃崖豆树原木
forestry:logs.fireproof.1:2, 抗燃猴面包树原木
forestry:logs.fireproof.1:3, 抗燃红杉树原木
forestry:logs.fireproof.2:0, 抗燃木棉树原木
forestry:logs.fireproof.2:1, 抗燃乌檀树原木
forestry:logs.fireproof.2:2, 抗燃桃心树原木
forestry:logs.fireproof.2:3, 抗燃巴尔杉树原木
forestry:logs.fireproof.3:0, 抗燃柳树原木
forestry:logs.fireproof.3:1, 抗燃胡桃树原木
forestry:logs.fireproof.3:2, 抗燃绿樟树原木
forestry:logs.fireproof.3:3, 抗燃樱树原木
forestry:logs.fireproof.4:0, 抗燃高槿树原木
forestry:logs.fireproof.4:1, 抗燃白杨树原木
forestry:logs.fireproof.4:2, 抗燃棕榈树原木
forestry:logs.fireproof.4:3, 抗燃木瓜树原木
forestry:logs.fireproof.5:0, 抗燃松树原木
forestry:logs.fireproof.5:1, 抗燃李子树原木
forestry:logs.fireproof.5:2, 抗燃枫树原木
forestry:logs.fireproof.5:3, 抗燃柑橘树原木
forestry:logs.fireproof.6:0, 抗燃巨杉树原木
forestry:logs.fireproof.6:1, 抗燃重蚁树原木
forestry:logs.fireproof.6:2, 抗燃紫檀树原木
forestry:logs.fireproof.6:3, 抗燃黄檀树原木
forestry:logs.fireproof.7:0, 抗燃斑木树原木
forestry:logs.vanilla.fireproof.0:0, 抗燃橡木
forestry:logs.vanilla.fireproof.0:1, 抗燃云杉木
forestry:logs.vanilla.fireproof.0:2, 抗燃白桦木
forestry:logs.vanilla.fireproof.0:3, 抗燃丛林木
forestry:logs.vanilla.fireproof.1:0, 抗燃金合欢木
forestry:logs.vanilla.fireproof.1:1, 抗燃深色橡木
forestry:planks.0:0, 落叶树木板
forestry:planks.0:1, 柚树木板
forestry:planks.0:2, 金合欢树木板
forestry:planks.0:3, 酸橙树木板
forestry:planks.0:4, 栗树木板
forestry:planks.0:5, 崖豆树木板
forestry:planks.0:6, 猴面包树木板
forestry:planks.0:7, 红杉树木板
forestry:planks.0:8, 木棉树木板
forestry:planks.0:9, 乌檀树木板
forestry:planks.0:10, 桃心树木板
forestry:planks.0:11, 巴尔杉树木板
forestry:planks.0:12, 柳树木板
forestry:planks.0:13, 胡桃树木板
forestry:planks.0:14, 绿樟树木板
forestry:planks.0:15, 樱树木板
forestry:planks.1:0, 高槿树木板
forestry:planks.1:1, 白杨树木板
forestry:planks.1:2, 棕榈树木板
forestry:planks.1:3, 木瓜树木板
forestry:planks.1:4, 松树木板
forestry:planks.1:5, 李子树木板
forestry:planks.1:6, 枫树木板
forestry:planks.1:7, 柑橘树木板
forestry:planks.1:8, 巨杉树木板
forestry:planks.1:9, 重蚁树木板
forestry:planks.1:10, 紫檀树木板
forestry:planks.1:11, 黄檀树木板
forestry:planks.1:12, 斑木树木板
forestry:planks.fireproof.0:0, 抗燃落叶树木板
